ligand,receptor,pathway_name,annotation
IGF1,IGF1R,IGF,Secreted Signaling
IGF2,IGF1R,IGF,Secreted Signaling
IGF2,IGF2R,IGF,Secreted Signaling
IGF1,ITGAV,IGF,Secreted Signaling
IGF1, ITGB3,IGF,Secreted Signaling
IGF1,ITGA6,IGF,Secreted Signaling
IGF1, ITGB4,IGF,Secreted Signaling
IGF2,ITGAV,IGF,Secreted Signaling
IGF2, ITGB3,IGF,Secreted Signaling
IGF2,ITGA6,IGF,Secreted Signaling
IGF2, ITGB4,IGF,Secreted Signaling
IGFL3,IGFLR1,IGF,Secreted Signaling
INS,INSR,INSULIN,Secreted Signaling
APLN,APLNR,APELIN,Secreted Signaling
DHH,PTCH1,HH,Secreted Signaling
DHH, SMO,HH,Secreted Signaling
IHH,PTCH1,HH,Secreted Signaling
IHH, SMO,HH,Secreted Signaling
SHH,PTCH1,HH,Secreted Signaling
SHH, SMO,HH,Secreted Signaling
DHH,PTCH2,HH,Secreted Signaling
IHH,PTCH2,HH,Secreted Signaling
SHH,PTCH2,HH,Secreted Signaling
CCL5,CCR1,CCL,Secreted Signaling
CCL3,CCR1,CCL,Secreted Signaling
CCL3L1,CCR1,CCL,Secreted Signaling
CCL3L3,CCR1,CCL,Secreted Signaling
CCL8,CCR1,CCL,Secreted Signaling
CCL7,CCR1,CCL,Secreted Signaling
CCL13,CCR1,CCL,Secreted Signaling
CCL14,CCR1,CCL,Secreted Signaling
CCL15,CCR1,CCL,Secreted Signaling
CCL16,CCR1,CCL,Secreted Signaling
CCL23,CCR1,CCL,Secreted Signaling
CCL8,CCR2,CCL,Secreted Signaling
CCL7,CCR2,CCL,Secreted Signaling
CCL2,CCR2,CCL,Secreted Signaling
CCL27,CCR2,CCL,Secreted Signaling
CCL5,CCR3,CCL,Secreted Signaling
CCL7,CCR3,CCL,Secreted Signaling
CCL11,CCR3,CCL,Secreted Signaling
CCL24,CCR3,CCL,Secreted Signaling
CCL26,CCR3,CCL,Secreted Signaling
CCL28,CCR3,CCL,Secreted Signaling
CCL27,CCR3,CCL,Secreted Signaling
CCL17,CCR4,CCL,Secreted Signaling
CCL22,CCR4,CCL,Secreted Signaling
CCL5,CCR4,CCL,Secreted Signaling
CCL4,CCR5,CCL,Secreted Signaling
CCL5,CCR5,CCL,Secreted Signaling
CCL3,CCR5,CCL,Secreted Signaling
CCL20,CCR6,CCL,Secreted Signaling
CCL19,CCR7,CCL,Secreted Signaling
CCL21,CCR7,CCL,Secreted Signaling
CCL19,ACKR4,CCL,Secreted Signaling
CCL21,ACKR4,CCL,Secreted Signaling
CCL1,CCR8,CCL,Secreted Signaling
CCL25,CCR9,CCL,Secreted Signaling
CCL25,ACKR4,CCL,Secreted Signaling
CCL28,CCR10,CCL,Secreted Signaling
CCL27,CCR10,CCL,Secreted Signaling
CCL1,ACKR4,CCL,Secreted Signaling
CCL13,ACKR4,CCL,Secreted Signaling
CCL8,ACKR4,CCL,Secreted Signaling
CCL1,ACKR1,CCL,Secreted Signaling
CCL2,ACKR1,CCL,Secreted Signaling
CCL5,ACKR1,CCL,Secreted Signaling
CCL8,ACKR1,CCL,Secreted Signaling
CCL13,ACKR1,CCL,Secreted Signaling
CCL14,ACKR1,CCL,Secreted Signaling
CCL16,ACKR1,CCL,Secreted Signaling
CCL18,ACKR1,CCL,Secreted Signaling
CXCL1,ACKR1,CXCL,Secreted Signaling
CXCL2,ACKR1,CXCL,Secreted Signaling
CXCL3,ACKR1,CXCL,Secreted Signaling
CXCL5,ACKR1,CXCL,Secreted Signaling
CXCL6,ACKR1,CXCL,Secreted Signaling
CXCL8,ACKR1,CXCL,Secreted Signaling
CXCL9,ACKR1,CXCL,Secreted Signaling
CXCL10,ACKR1,CXCL,Secreted Signaling
CXCL11,ACKR1,CXCL,Secreted Signaling
CXCL13,ACKR1,CXCL,Secreted Signaling
CCL2,ACKR2,CCL,Secreted Signaling
CCL3,ACKR2,CCL,Secreted Signaling
CCL3L1,ACKR2,CCL,Secreted Signaling
CCL4,ACKR2,CCL,Secreted Signaling
CCL5,ACKR2,CCL,Secreted Signaling
CCL7,ACKR2,CCL,Secreted Signaling
CCL8,ACKR2,CCL,Secreted Signaling
CCL7,ACKR1,CCL,Secreted Signaling
CCL11,ACKR1,CCL,Secreted Signaling
CCL11,ACKR2,CCL,Secreted Signaling
CCL13,ACKR2,CCL,Secreted Signaling
CCL22,ACKR2,CCL,Secreted Signaling
CCL24,ACKR2,CCL,Secreted Signaling
CCL26,ACKR2,CCL,Secreted Signaling
CCL17,ACKR1,CCL,Secreted Signaling
CCL14,ACKR2,CCL,Secreted Signaling
CCL17,ACKR2,CCL,Secreted Signaling
CXCL1,CXCR1,CXCL,Secreted Signaling
CXCL2,CXCR1,CXCL,Secreted Signaling
CXCL3,CXCR1,CXCL,Secreted Signaling
CXCL5,CXCR1,CXCL,Secreted Signaling
CXCL6,CXCR1,CXCL,Secreted Signaling
CXCL1,CXCR2,CXCL,Secreted Signaling
CXCL2,CXCR2,CXCL,Secreted Signaling
CXCL3,CXCR2,CXCL,Secreted Signaling
CXCL5,CXCR2,CXCL,Secreted Signaling
CXCL6,CXCR2,CXCL,Secreted Signaling
CXCL8,CXCR2,CXCL,Secreted Signaling
PPBP,CXCR2,CXCL,Secreted Signaling
PF4V1,CXCR3,CXCL,Secreted Signaling
CXCL9,CXCR3,CXCL,Secreted Signaling
CXCL10,CXCR3,CXCL,Secreted Signaling
CXCL11,CXCR3,CXCL,Secreted Signaling
CXCL13,CXCR3,CXCL,Secreted Signaling
PF4,CXCR3,CXCL,Secreted Signaling
CXCL12,CXCR4,CXCL,Secreted Signaling
CXCL11,ACKR3,CXCL,Secreted Signaling
CXCL12,ACKR3,CXCL,Secreted Signaling
CXCL13,CXCR5,CXCL,Secreted Signaling
CXCL16,CXCR6,CXCL,Secreted Signaling
MIF,CD74,MIF,Secreted Signaling
MIF, CXCR4,MIF,Secreted Signaling
MIF,CD44,MIF,Secreted Signaling
MIF, CD74,MIF,Secreted Signaling
MIF,CXCR2,MIF,Secreted Signaling
MIF,ACKR3,MIF,Secreted Signaling
CX3CL1,CX3CR1,CX3C,Secreted Signaling
XCL1,XCR1,XCR,Secreted Signaling
XCL2,XCR1,XCR,Secreted Signaling
IL2,IL2RA,IL2,Secreted Signaling
IL2, IL2RB,IL2,Secreted Signaling
IL2, IL2RG,IL2,Secreted Signaling
IL2,IL2RB,IL2,Secreted Signaling
IL4,IL2RG,IL2,Secreted Signaling
IL4, IL4R,IL2,Secreted Signaling
IL7,IL2RG,IL2,Secreted Signaling
IL7, IL7R,IL2,Secreted Signaling
IL9,IL2RG,IL2,Secreted Signaling
IL9, IL9R,IL2,Secreted Signaling
IL15,IL15RA,IL2,Secreted Signaling
IL15, IL2RB,IL2,Secreted Signaling
IL15, IL2RG,IL2,Secreted Signaling
IL21,IL2RG,IL2,Secreted Signaling
IL21, IL21R,IL2,Secreted Signaling
TSLP,CRLF2,IL2,Secreted Signaling
TSLP, IL7R,IL2,Secreted Signaling
IL3,IL3RA,IL4,Secreted Signaling
IL3, CSF2RB,IL4,Secreted Signaling
IL5,CSF2RB,IL4,Secreted Signaling
IL5, IL5RA,IL4,Secreted Signaling
CSF2,CSF2RB,IL4,Secreted Signaling
CSF2, CSF2RA,IL4,Secreted Signaling
IL4,IL4R,IL4,Secreted Signaling
IL4,IL13RA1,IL4,Secreted Signaling
IL4, IL4R,IL4,Secreted Signaling
IL4,IL13RA2,IL4,Secreted Signaling
IL13,IL13RA1,IL4,Secreted Signaling
IL13, IL4R,IL4,Secreted Signaling
IL13,IL13RA2,IL4,Secreted Signaling
IL6,IL6ST,IL6,Secreted Signaling
IL6, IL6R,IL6,Secreted Signaling
IL11,IL11RA,IL6,Secreted Signaling
IL11, IL6ST,IL6,Secreted Signaling
 IL12A, IL12RB2,IL12,Secreted Signaling
 IL12A,IL12RB1,IL12,Secreted Signaling
IL12B, IL12RB2,IL12,Secreted Signaling
IL12B,IL12RB1,IL12,Secreted Signaling
 IL23A, IL23R,IL12,Secreted Signaling
 IL23A,IL12RB1,IL12,Secreted Signaling
IL12B, IL23R,IL12,Secreted Signaling
 EBI3, IL6ST,IL12,Secreted Signaling
 EBI3,IL27RA,IL12,Secreted Signaling
IL27, IL6ST,IL12,Secreted Signaling
IL27,IL27RA,IL12,Secreted Signaling
IL31,IL31RA,IL6,Secreted Signaling
IL31, OSMR,IL6,Secreted Signaling
CNTF,IL6ST,LIFR,Secreted Signaling
CNTF, LIFR,LIFR,Secreted Signaling
CNTF, CNTFR,LIFR,Secreted Signaling
CLCF1,IL6ST,LIFR,Secreted Signaling
CLCF1, LIFR,LIFR,Secreted Signaling
CLCF1, CNTFR,LIFR,Secreted Signaling
CTF1,IL6ST,LIFR,Secreted Signaling
CTF1, LIFR,LIFR,Secreted Signaling
LIF,IL6ST,LIFR,Secreted Signaling
LIF, LIFR,LIFR,Secreted Signaling
OSM,IL6ST,OSM,Secreted Signaling
OSM, LIFR,OSM,Secreted Signaling
OSM, OSMR,OSM,Secreted Signaling
IL10,IL10RA,IL10,Secreted Signaling
IL10, IL10RB,IL10,Secreted Signaling
IL19,IL20RA,IL10,Secreted Signaling
IL19, IL20RB,IL10,Secreted Signaling
IL20,IL20RA,IL10,Secreted Signaling
IL20, IL20RB,IL10,Secreted Signaling
IL24,IL20RA,IL10,Secreted Signaling
IL24, IL20RB,IL10,Secreted Signaling
IL20,IL20RB,IL10,Secreted Signaling
IL20, IL22RA1,IL10,Secreted Signaling
IL24,IL20RB,IL10,Secreted Signaling
IL24, IL22RA1,IL10,Secreted Signaling
IL22,IL10RB,IL10,Secreted Signaling
IL22, IL22RA1,IL10,Secreted Signaling
IL26,IL10RB,IL10,Secreted Signaling
IL26, IL20RA,IL10,Secreted Signaling
IL1A,IL1RAP,IL1,Secreted Signaling
IL1A, IL1R1,IL1,Secreted Signaling
IL1B,IL1RAP,IL1,Secreted Signaling
IL1B, IL1R1,IL1,Secreted Signaling
IL1A,IL1R2,IL1,Secreted Signaling
IL1B,IL1R2,IL1,Secreted Signaling
IL36A,IL1RAP,IL1,Secreted Signaling
IL36A, IL1RL2,IL1,Secreted Signaling
IL36B,IL1RAP,IL1,Secreted Signaling
IL36B, IL1RL2,IL1,Secreted Signaling
IL36G,IL1RAP,IL1,Secreted Signaling
IL36G, IL1RL2,IL1,Secreted Signaling
IL1F10,IL1RAP,IL1,Secreted Signaling
IL1F10, IL1RL2,IL1,Secreted Signaling
IL37,IL18RAP,IL1,Secreted Signaling
IL37, IL18R1,IL1,Secreted Signaling
IL18,IL18RAP,IL1,Secreted Signaling
IL18, IL18R1,IL1,Secreted Signaling
IL33,IL1RAP,IL1,Secreted Signaling
IL33, IL1RL1,IL1,Secreted Signaling
IL17A,IL17RA,IL17,Secreted Signaling
IL17A, IL17RC,IL17,Secreted Signaling
IL17F,IL17RA,IL17,Secreted Signaling
IL17F, IL17RC,IL17,Secreted Signaling
 IL17F, IL17RC,IL17,Secreted Signaling
 IL17F,IL17RA,IL17,Secreted Signaling
IL17B,IL17RB,IL17,Secreted Signaling
IL17C,IL17RA,IL17,Secreted Signaling
IL17C, IL17RE,IL17,Secreted Signaling
IL25,IL17RA,IL17,Secreted Signaling
IL25, IL17RB,IL17,Secreted Signaling
IL34,CSF1R,CSF,Secreted Signaling
CSF1,CSF1R,CSF,Secreted Signaling
IL16,CD4,IL16,Secreted Signaling
EPO,EPOR,EPO,Secreted Signaling
GH1,GHR,GH,Secreted Signaling
PRL,PRLR,PRL,Secreted Signaling
THPO,MPL,THPO,Secreted Signaling
CSF3,CSF3R,CSF3,Secreted Signaling
IFNB1,IFNAR1,IFN-I,Secreted Signaling
IFNB1, IFNAR2,IFN-I,Secreted Signaling
IFNW1,IFNAR1,IFN-I,Secreted Signaling
IFNW1, IFNAR2,IFN-I,Secreted Signaling
IFNK,IFNAR1,IFN-I,Secreted Signaling
IFNK, IFNAR2,IFN-I,Secreted Signaling
IFNE,IFNAR1,IFN-I,Secreted Signaling
IFNE, IFNAR2,IFN-I,Secreted Signaling
IFNA1,IFNAR1,IFN-I,Secreted Signaling
IFNA1, IFNAR2,IFN-I,Secreted Signaling
IFNA2,IFNAR1,IFN-I,Secreted Signaling
IFNA2, IFNAR2,IFN-I,Secreted Signaling
IFNA4,IFNAR1,IFN-I,Secreted Signaling
IFNA4, IFNAR2,IFN-I,Secreted Signaling
IFNA5,IFNAR1,IFN-I,Secreted Signaling
IFNA5, IFNAR2,IFN-I,Secreted Signaling
IFNA6,IFNAR1,IFN-I,Secreted Signaling
IFNA6, IFNAR2,IFN-I,Secreted Signaling
IFNA7,IFNAR1,IFN-I,Secreted Signaling
IFNA7, IFNAR2,IFN-I,Secreted Signaling
IFNA8,IFNAR1,IFN-I,Secreted Signaling
IFNA8, IFNAR2,IFN-I,Secreted Signaling
IFNA10,IFNAR1,IFN-I,Secreted Signaling
IFNA10, IFNAR2,IFN-I,Secreted Signaling
IFNA13,IFNAR1,IFN-I,Secreted Signaling
IFNA13, IFNAR2,IFN-I,Secreted Signaling
IFNA14,IFNAR1,IFN-I,Secreted Signaling
IFNA14, IFNAR2,IFN-I,Secreted Signaling
IFNA16,IFNAR1,IFN-I,Secreted Signaling
IFNA16, IFNAR2,IFN-I,Secreted Signaling
IFNA17,IFNAR1,IFN-I,Secreted Signaling
IFNA17, IFNAR2,IFN-I,Secreted Signaling
IFNA21,IFNAR1,IFN-I,Secreted Signaling
IFNA21, IFNAR2,IFN-I,Secreted Signaling
IFNG,IFNGR1,IFN-II,Secreted Signaling
IFNG, IFNGR2,IFN-II,Secreted Signaling
TNF,TNFRSF1A,TNF,Secreted Signaling
TNF,TNFRSF1B,TNF,Secreted Signaling
LTA,TNFRSF1A,LT,Secreted Signaling
LTA,TNFRSF1B,LT,Secreted Signaling
LTA,TNFRSF14,LT,Secreted Signaling
LTB,LTBR,LT,Secreted Signaling
 LTA,LTBR,LT,Secreted Signaling
TNFSF14,LTBR,LIGHT,Secreted Signaling
TNFSF14,TNFRSF14,LIGHT,Secreted Signaling
FASLG,FAS,FASLG,Secreted Signaling
TNFSF15,TNFRSF25,VEGI,Secreted Signaling
TNFSF10,TNFRSF10A,TRAIL,Secreted Signaling
EDA,EDAR,EDA,Secreted Signaling
EDA,EDA2R,EDA,Secreted Signaling
NGF,NGFR,NGF,Secreted Signaling
KLK3,NGFR,NGF,Secreted Signaling
TNFSF11,TNFRSF11A,RANKL,Secreted Signaling
TNFSF11,TNFRSF11B,RANKL,Secreted Signaling
TNFSF12,TNFRSF12A,TWEAK,Secreted Signaling
CD70,CD27,CD70,Secreted Signaling
TNFSF8,TNFRSF8,CD30,Secreted Signaling
TNFSF9,TNFRSF9,CD137,Secreted Signaling
TNFSF4,TNFRSF4,OX40,Secreted Signaling
TNFSF18,TNFRSF18,GITRL,Secreted Signaling
TNFSF13,TNFRSF17,APRIL,Secreted Signaling
TNFSF13,TNFRSF13B,APRIL,Secreted Signaling
TNFSF13B,TNFRSF17,BAFF,Secreted Signaling
TNFSF13B,TNFRSF13B,BAFF,Secreted Signaling
TNFSF13B,TNFRSF13C,BAFF,Secreted Signaling
CD40LG,ITGA2B,CD40,Secreted Signaling
CD40LG, ITGB3,CD40,Secreted Signaling
CD40LG,ITGA5,CD40,Secreted Signaling
CD40LG, ITGB1,CD40,Secreted Signaling
CD40LG,ITGAM,CD40,Secreted Signaling
CD40LG, ITGB2,CD40,Secreted Signaling
SPP1,CD44,SPP1,Secreted Signaling
SPP1,ITGAV,SPP1,Secreted Signaling
SPP1, ITGB3,SPP1,Secreted Signaling
SPP1, ITGB1,SPP1,Secreted Signaling
SPP1, ITGB5,SPP1,Secreted Signaling
SPP1, ITGB6,SPP1,Secreted Signaling
SPP1,ITGA4,SPP1,Secreted Signaling
SPP1,ITGA9,SPP1,Secreted Signaling
SPP1,ITGA8,SPP1,Secreted Signaling
SPP1,ITGA5,SPP1,Secreted Signaling
ADIPOQ,ADIPOR1,ADIPONECTIN,Secreted Signaling
ADIPOQ,ADIPOR2,ADIPONECTIN,Secreted Signaling
RETN,TLR4,RESISTIN,Secreted Signaling
RETN,CAP1,RESISTIN,Secreted Signaling
NAMPT,ITGA5,VISFATIN,Secreted Signaling
NAMPT, ITGB1,VISFATIN,Secreted Signaling
ANGPTL1,ITGB1,ANGPTL,Secreted Signaling
ANGPTL1, ITGA1,ANGPTL,Secreted Signaling
ANGPTL2,ITGA5,ANGPTL,Secreted Signaling
ANGPTL2, ITGB1,ANGPTL,Secreted Signaling
ANGPTL2,TLR4,ANGPTL,Secreted Signaling
ANGPTL2,LILRB3,ANGPTL,Secreted Signaling
ANGPTL1,LILRB3,ANGPTL,Secreted Signaling
ANGPTL7,LILRB3,ANGPTL,Secreted Signaling
ANGPTL4,ITGA5,ANGPTL,Secreted Signaling
ANGPTL4, ITGB1,ANGPTL,Secreted Signaling
ANGPTL4,ITGAV,ANGPTL,Secreted Signaling
ANGPTL4, ITGB3,ANGPTL,Secreted Signaling
ANGPTL4,CDH5,ANGPTL,Secreted Signaling
ANGPTL4,CDH11,ANGPTL,Secreted Signaling
ANGPTL4,SDC1,ANGPTL,Secreted Signaling
ANGPTL4,SDC2,ANGPTL,Secreted Signaling
ANGPTL4,SDC3,ANGPTL,Secreted Signaling
ANGPTL4,SDC4,ANGPTL,Secreted Signaling
ANGPTL3,ITGAV,ANGPTL,Secreted Signaling
ANGPTL3, ITGB3,ANGPTL,Secreted Signaling
ANGPT1,TEK,ANGPT,Secreted Signaling
ANGPT2,TEK,ANGPT,Secreted Signaling
ANGPT2,ITGA5,ANGPT,Secreted Signaling
ANGPT2, ITGB1,ANGPT,Secreted Signaling
MDK,SDC1,MK,Secreted Signaling
MDK,SDC2,MK,Secreted Signaling
MDK,SDC4,MK,Secreted Signaling
MDK,PTPRZ1,MK,Secreted Signaling
MDK,ITGA4,MK,Secreted Signaling
MDK, ITGB1,MK,Secreted Signaling
MDK,ITGA6,MK,Secreted Signaling
MDK,LRP1,MK,Secreted Signaling
MDK,NCL,MK,Secreted Signaling
MDK,ALK,MK,Secreted Signaling
PTN,PTPRZ1,PTN,Secreted Signaling
PTN,SDC1,PTN,Secreted Signaling
PTN,SDC2,PTN,Secreted Signaling
PTN,SDC3,PTN,Secreted Signaling
PTN,SDC4,PTN,Secreted Signaling
PTN,ITGAV,PTN,Secreted Signaling
PTN, ITGB3,PTN,Secreted Signaling
PTN,NCL,PTN,Secreted Signaling
PTN,ALK,PTN,Secreted Signaling
POSTN,ITGAV,PERIOSTIN,Secreted Signaling
POSTN, ITGB3,PERIOSTIN,Secreted Signaling
POSTN, ITGB5,PERIOSTIN,Secreted Signaling
AGT,AGTR1,AGT,Secreted Signaling
GRP,GRPR,GPR,Secreted Signaling
NMB,NMBR,GPR,Secreted Signaling
KNG1,BDKRB1,BRADYKININ,Secreted Signaling
KNG1,BDKRB2,BRADYKININ,Secreted Signaling
C3,C3AR1,COMPLEMENT,Secreted Signaling
C3,CR2,COMPLEMENT,Secreted Signaling
C3,ITGAM,COMPLEMENT,Secreted Signaling
C3, ITGB2,COMPLEMENT,Secreted Signaling
C3,ITGAX,COMPLEMENT,Secreted Signaling
C4A,C3AR1,COMPLEMENT,Secreted Signaling
C4A,CR2,COMPLEMENT,Secreted Signaling
C5,C5AR1,COMPLEMENT,Secreted Signaling
CCK,CCKAR,CCK,Secreted Signaling
CCK,CCKBR,CCK,Secreted Signaling
EDN1,EDNRA,EDN,Secreted Signaling
EDN2,EDNRA,EDN,Secreted Signaling
EDN3,EDNRA,EDN,Secreted Signaling
EDN1,EDNRB,EDN,Secreted Signaling
EDN2,EDNRB,EDN,Secreted Signaling
EDN3,EDNRB,EDN,Secreted Signaling
GAL,GALR1,GALANIN,Secreted Signaling
GAL,GALR2,GALANIN,Secreted Signaling
GAL,GALR3,GALANIN,Secreted Signaling
GALP,GALR1,GALANIN,Secreted Signaling
GALP,GALR2,GALANIN,Secreted Signaling
GHRL,GHSR,GHRELIN,Secreted Signaling
KISS1,KISS1R,KISS1,Secreted Signaling
POMC,MC1R,MELANOCORTIN,Secreted Signaling
POMC,MC2R,MELANOCORTIN,Secreted Signaling
POMC,MC3R,MELANOCORTIN,Secreted Signaling
POMC,MC4R,MELANOCORTIN,Secreted Signaling
POMC,MC5R,MELANOCORTIN,Secreted Signaling
NMU,NMUR1,NMU,Secreted Signaling
NMU,NMUR2,NMU,Secreted Signaling
NMS,NMUR1,NMU,Secreted Signaling
NMS,NMUR2,NMU,Secreted Signaling
NPFF,NPFFR1,NPFF,Secreted Signaling
NPFF,NPFFR2,NPFF,Secreted Signaling
NPY,NPY1R,NPY,Secreted Signaling
NPY,NPY2R,NPY,Secreted Signaling
NPY,NPY4R,NPY,Secreted Signaling
NPY,NPY5R,NPY,Secreted Signaling
NPY,NPY6R,NPY,Secreted Signaling
NPY,GPR83,NPY,Secreted Signaling
PPY,NPY1R,NPY,Secreted Signaling
PPY,NPY2R,NPY,Secreted Signaling
PPY,NPY4R,NPY,Secreted Signaling
PPY,NPY5R,NPY,Secreted Signaling
PPY,NPY6R,NPY,Secreted Signaling
PPY,GPR83,NPY,Secreted Signaling
PYY,NPY1R,NPY,Secreted Signaling
PYY,NPY2R,NPY,Secreted Signaling
PYY,NPY4R,NPY,Secreted Signaling
PYY,NPY5R,NPY,Secreted Signaling
PYY,NPY6R,NPY,Secreted Signaling
PYY,GPR83,NPY,Secreted Signaling
NPB,NPBWR1,NPW-B,Secreted Signaling
NPW,NPBWR1,NPW-B,Secreted Signaling
NTS,NTSR1,NTS,Secreted Signaling
NTS,NTSR2,NTS,Secreted Signaling
PDYN,OPRD1,OPIOID,Secreted Signaling
PDYN,OPRK1,OPIOID,Secreted Signaling
PDYN,OPRL1,OPIOID,Secreted Signaling
PDYN,OPRM1,OPIOID,Secreted Signaling
PENK,OPRD1,OPIOID,Secreted Signaling
PENK,OPRK1,OPIOID,Secreted Signaling
PENK,OPRL1,OPIOID,Secreted Signaling
PENK,OPRM1,OPIOID,Secreted Signaling
POMC,OPRD1,OPIOID,Secreted Signaling
POMC,OPRK1,OPIOID,Secreted Signaling
POMC,OPRL1,OPIOID,Secreted Signaling
POMC,OPRM1,OPIOID,Secreted Signaling
HCRT,HCRTR1,HCRT,Secreted Signaling
HCRT,HCRTR2,HCRT,Secreted Signaling
OXT,OXTR,OXT,Secreted Signaling
SST,SSTR1,SOMATOSTATIN,Secreted Signaling
SST,SSTR2,SOMATOSTATIN,Secreted Signaling
SST,SSTR3,SOMATOSTATIN,Secreted Signaling
SST,SSTR4,SOMATOSTATIN,Secreted Signaling
SST,SSTR5,SOMATOSTATIN,Secreted Signaling
CORT,SSTR1,SOMATOSTATIN,Secreted Signaling
CORT,SSTR2,SOMATOSTATIN,Secreted Signaling
CORT,SSTR3,SOMATOSTATIN,Secreted Signaling
CORT,SSTR4,SOMATOSTATIN,Secreted Signaling
CORT,SSTR5,SOMATOSTATIN,Secreted Signaling
TAC1,TACR1,TAC,Secreted Signaling
TAC4,TACR1,TAC,Secreted Signaling
TAC1,TACR2,TAC,Secreted Signaling
TAC3,TACR3,TAC,Secreted Signaling
UTS2,UTS2R,UTS2,Secreted Signaling
AVP,AVPR2,AVP,Secreted Signaling
AVP,AVPR1A,AVP,Secreted Signaling
AVP,AVPR1B,AVP,Secreted Signaling
PRLH,PRLHR,PRLH,Secreted Signaling
PRSS3,F2R,PARs,Secreted Signaling
CTSG,F2R,PARs,Secreted Signaling
F2,F2R,PARs,Secreted Signaling
PLG,F2R,PARs,Secreted Signaling
GZMA,F2R,PARs,Secreted Signaling
PRSS2,F2R,PARs,Secreted Signaling
PRSS1,F2R,PARs,Secreted Signaling
PRSS3,F2RL1,PARs,Secreted Signaling
CTSG,F2RL1,PARs,Secreted Signaling
F2,F2RL1,PARs,Secreted Signaling
PLG,F2RL1,PARs,Secreted Signaling
GZMA,F2RL1,PARs,Secreted Signaling
PRSS2,F2RL1,PARs,Secreted Signaling
PRSS1,F2RL1,PARs,Secreted Signaling
PRSS3,F2RL2,PARs,Secreted Signaling
CTSG,F2RL2,PARs,Secreted Signaling
F2,F2RL2,PARs,Secreted Signaling
PLG,F2RL2,PARs,Secreted Signaling
GZMA,F2RL2,PARs,Secreted Signaling
PRSS2,F2RL2,PARs,Secreted Signaling
PRSS1,F2RL2,PARs,Secreted Signaling
PRSS3,F2RL3,PARs,Secreted Signaling
CTSG,F2RL3,PARs,Secreted Signaling
F2,F2RL3,PARs,Secreted Signaling
GZMA,F2RL3,PARs,Secreted Signaling
PLG,F2RL3,PARs,Secreted Signaling
PRSS2,F2RL3,PARs,Secreted Signaling
PRSS1,F2RL3,PARs,Secreted Signaling
PRSS3,PARD3,PARs,Secreted Signaling
CTSG,PARD3,PARs,Secreted Signaling
F2,PARD3,PARs,Secreted Signaling
GZMA,PARD3,PARs,Secreted Signaling
PLG,PARD3,PARs,Secreted Signaling
PRSS2,PARD3,PARs,Secreted Signaling
PRSS1,PARD3,PARs,Secreted Signaling
PMCH,MCHR1,PMCH,Secreted Signaling
PROK1,PROKR2,PROK,Secreted Signaling
PROK1,PROKR1,PROK,Secreted Signaling
PROK2,PROKR1,PROK,Secreted Signaling
PROK2,PROKR2,PROK,Secreted Signaling
ADCYAP1,ADCYAP1R1,PACAP,Secreted Signaling
VIP,VIPR1,VIP,Secreted Signaling
VIP,VIPR2,VIP,Secreted Signaling
NPPA,NPR1,NPR1,Secreted Signaling
NPPB,NPR1,NPR1,Secreted Signaling
NPPC,NPR2,NPR2,Secreted Signaling
KITLG,KIT,KIT,Secreted Signaling
GCG,GIPR,GIPR,Secreted Signaling
GIP,GIPR,GIPR,Secreted Signaling
FSHB,FSHR,FSH,Secreted Signaling
CGA,FSHR,FSH,Secreted Signaling
LHB,LHCGR,LHB,Secreted Signaling
CGA,LHCGR,LHB,Secreted Signaling
TSHB,TSHR,TSH,Secreted Signaling
CGA,TSHR,TSH,Secreted Signaling
BDNF,NTRK2,NT,Secreted Signaling
NGF,NTRK1,NT,Secreted Signaling
FLT3LG,FLT3,FLT3,Secreted Signaling
HGF,MET,HGF,Secreted Signaling
KLK3,NTRK1,NT,Secreted Signaling
NTF3,NTRK1,NT,Secreted Signaling
NTF3,NTRK2,NT,Secreted Signaling
NTF3,NTRK3,NT,Secreted Signaling
NTF4,NTRK2,NT,Secreted Signaling
SEMA3A,NRP1,SEMA3,Secreted Signaling
SEMA3A, PLXNA1,SEMA3,Secreted Signaling
SEMA3A, PLXNA2,SEMA3,Secreted Signaling
SEMA3A,PLXNA3,SEMA3,Secreted Signaling
SEMA3A, NRP1,SEMA3,Secreted Signaling
SEMA3A,PLXNA4,SEMA3,Secreted Signaling
SEMA3B,NRP1,SEMA3,Secreted Signaling
SEMA3B, PLXNA1,SEMA3,Secreted Signaling
SEMA3B, PLXNA2,SEMA3,Secreted Signaling
SEMA3B,PLXNA3,SEMA3,Secreted Signaling
SEMA3B, NRP1,SEMA3,Secreted Signaling
SEMA3B,PLXNA4,SEMA3,Secreted Signaling
SEMA3C,NRP1,SEMA3,Secreted Signaling
SEMA3C, PLXNA1,SEMA3,Secreted Signaling
SEMA3C, PLXNA2,SEMA3,Secreted Signaling
SEMA3C,PLXNA3,SEMA3,Secreted Signaling
SEMA3C, NRP1,SEMA3,Secreted Signaling
SEMA3C,PLXNA4,SEMA3,Secreted Signaling
SEMA3D,NRP1,SEMA3,Secreted Signaling
SEMA3D, PLXNA1,SEMA3,Secreted Signaling
SEMA3D, PLXNA2,SEMA3,Secreted Signaling
SEMA3D,PLXNA3,SEMA3,Secreted Signaling
SEMA3D, NRP1,SEMA3,Secreted Signaling
SEMA3D,PLXNA4,SEMA3,Secreted Signaling
